transaction_id,account_id,customer_code,transaction_date,transaction_type,transaction_desc,amount,balance,channel_txn,status_txn,TRAN_AMT_ACY,TRAN_AMT_LCY,currency
TXN00000025,139,CIF000065,2025-06-01,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 15,286,081 VND",15286081.43,863127740.39,atm,Posted,15286081.43,15286081.43,VND
TXN00000026,139,CIF000065,2025-06-03,Principal Withdrawal,"Rút gốc tiết kiệm 24,667,862 VND",24667861.78,838459878.61,branch,Posted,24667861.78,24667861.78,VND
TXN00000027,139,CIF000065,2025-06-04,Interest Withdrawal,"Rút lãi tiết kiệm 26,900,575 VND",26900574.59,811559304.02,branch,Posted,26900574.59,26900574.59,VND
TXN00000028,139,CIF000065,2025-06-13,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 11,910,355 VND",11910355.0,823469659.02,branch,Posted,11910355.0,11910355.0,VND
TXN00000029,139,CIF000065,2025-06-16,Deposit,"Gửi tiền tiết kiệm 89,282,455 VND",89282455.09,912752114.1,atm,Declined,89282455.09,89282455.09,VND
TXN00000030,139,CIF000065,2025-06-30,Interest Withdrawal,"Rút lãi tiết kiệm 9,071,036 VND",9071035.67,903681078.43,branch,Posted,9071035.67,9071035.67,VND
TXN00000031,139,CIF000065,2025-07-03,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 5,117,234 VND",5117234.12,908798312.55,branch,Posted,5117234.12,5117234.12,VND
TXN00000032,139,CIF000065,2025-07-04,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 10,238,007 VND",10238006.86,898560305.69,atm,Posted,10238006.86,10238006.86,VND
TXN00000033,139,CIF000065,2025-07-07,Interest Withdrawal,"Rút lãi tiết kiệm 51,657,376 VND",51657376.24,846902929.45,atm,Posted,51657376.24,51657376.24,VND
TXN00000034,139,CIF000065,2025-07-07,Deposit,"Nộp tiền mặt tại quầy 164,848,723 VND",164848723.22,1011751652.66,atm,Pending,164848723.22,164848723.22,VND
TXN00000035,139,CIF000065,2025-07-10,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 16,874,970 VND",16874969.86,1028626622.53,atm,Declined,16874969.86,16874969.86,VND
TXN00000036,139,CIF000065,2025-07-11,Fund Transfer,"Chuyển khoản nội bộ 46,402,933 VND",46402933.1,1075029555.63,branch,Posted,46402933.1,46402933.1,VND
TXN00000037,139,CIF000065,2025-07-13,Principal Withdrawal,"Rút gốc tiết kiệm 10,654,842 VND",10654841.82,1064374713.81,mobile/internet,Pending,10654841.82,10654841.82,VND
TXN00000038,139,CIF000065,2025-07-15,Interest Withdrawal,"Chi trả lãi định kỳ 6,589,789 VND",6589788.57,1057784925.24,atm,Posted,6589788.57,6589788.57,VND
TXN00000039,139,CIF000065,2025-07-16,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 15,294,778 EUR",15294777.53,1073079702.76,branch,Pending,15294777.53,458843325.81,EUR
TXN00000040,139,CIF000065,2025-07-22,Deposit,"Gửi tiền tiết kiệm 81,088,851 VND",81088850.71,1154168553.48,mobile/internet,Pending,81088850.71,81088850.71,VND
TXN00000041,139,CIF000065,2025-07-24,Fund Transfer,"Chuyển khoản nội bộ 37,867,016 VND",37867016.3,1192035569.77,atm,Posted,37867016.3,37867016.3,VND
TXN00000042,139,CIF000065,2025-08-01,Interest Withdrawal,"Rút lãi tiết kiệm 37,372,111 VND",37372110.98,1154663458.79,branch,Posted,37372110.98,37372110.98,VND
TXN00000043,139,CIF000065,2025-08-03,Deposit,"Nộp tiền mặt tại quầy 181,561,466 VND",181561466.28,1336224925.08,branch,Posted,181561466.28,181561466.28,VND
TXN00000044,139,CIF000065,2025-08-03,Fund Transfer,"Chuyển khoản nội bộ 15,516,968 EUR",15516967.76,1351741892.84,branch,Posted,15516967.76,465509032.92,EUR
TXN00000045,139,CIF000065,2025-08-04,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 24,282,007 VND",24282006.64,1376023899.48,branch,Posted,24282006.64,24282006.64,VND
TXN00000046,139,CIF000065,2025-08-15,Deposit,"Nộp tiền mặt tại quầy 160,975,743 VND",160975742.51,1536999641.99,mobile/internet,Posted,160975742.51,160975742.51,VND
TXN00000047,139,CIF000065,2025-08-17,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 14,562,914 EUR",14562914.17,1522436727.83,mobile/internet,Posted,14562914.17,436887424.96,EUR
TXN00000048,139,CIF000065,2025-08-24,Deposit,"Nộp tiền mặt tại quầy 105,802,600 VND",105802600.46,1628239328.29,atm,Posted,105802600.46,105802600.46,VND
TXN00000049,139,CIF000065,2025-08-28,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 16,108,818 VND",16108817.73,1612130510.56,branch,Posted,16108817.73,16108817.73,VND
TXN00000050,139,CIF000065,2025-09-05,Deposit,"Gửi tiền tiết kiệm 64,621,542 VND",64621541.7,1676752052.27,mobile/internet,Posted,64621541.7,64621541.7,VND
TXN00000051,139,CIF000065,2025-09-08,Fund Transfer,"Chuyển khoản nội bộ 35,871,788 VND",35871788.15,1712623840.42,branch,Posted,35871788.15,35871788.15,VND
TXN00000052,139,CIF000065,2025-09-14,Interest Withdrawal,"Rút lãi tiết kiệm 1,948,905 VND",1948904.55,1710674935.87,atm,Posted,1948904.55,1948904.55,VND
TXN00000053,139,CIF000065,2025-09-20,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 25,866,833 VND",25866833.06,1684808102.81,branch,Posted,25866833.06,25866833.06,VND
TXN00000054,139,CIF000065,2025-09-28,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 60,431,565 VND",60431564.82,1624376537.99,mobile/internet,Posted,60431564.82,60431564.82,VND
TXN00000055,139,CIF000065,2025-09-28,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 138,497,103 VND",138497103.21,1762873641.2,atm,Posted,138497103.21,138497103.21,VND
TXN00000001,140,CIF000066,2024-06-15,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 190,010,381 VND",190010381.06,190010381.06,atm,Posted,190010381.06,190010381.06,VND
TXN00000002,140,CIF000066,2024-06-16,Deposit,"Nộp tiền mặt tại quầy 59,380,636 VND",59380636.28,249391017.34,atm,Posted,59380636.28,59380636.28,VND
TXN00000003,140,CIF000066,2024-07-02,Deposit,"Gửi tiền tiết kiệm 117,885,897 VND",117885897.42,367276914.76,branch,Posted,117885897.42,117885897.42,VND
TXN00000004,140,CIF000066,2024-07-02,Deposit,"Gửi tiền tiết kiệm 99,035,020 VND",99035020.25,466311935.0,mobile/internet,Posted,99035020.25,99035020.25,VND
TXN00000005,140,CIF000066,2024-07-13,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 113,429,434 USD",113429434.47,579741369.47,mobile/internet,Posted,113429434.47,2835735861.72,USD
TXN00000006,140,CIF000066,2024-07-15,Fund Transfer,"Chuyển khoản nội bộ 29,427,547 VND",29427546.62,609168916.09,mobile/internet,Posted,29427546.62,29427546.62,VND
TXN00000007,140,CIF000066,2024-07-22,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 22,599,016 USD",22599016.21,631767932.3,atm,Posted,22599016.21,564975405.24,USD
TXN00000008,140,CIF000066,2024-07-31,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 65,555,065 VND",65555065.1,566212867.21,branch,Posted,65555065.1,65555065.1,VND
TXN00000009,140,CIF000066,2024-08-01,Deposit,"Nộp tiền mặt tại quầy 134,258,216 VND",134258215.98,700471083.19,atm,Posted,134258215.98,134258215.98,VND
TXN00000010,140,CIF000066,2024-08-06,Fee Transaction,"Phí dịch vụ 87,190 VND",87189.91,700383893.28,atm,Posted,87189.91,87189.91,VND
TXN00000011,140,CIF000066,2024-08-18,Fee Transaction,"Phí dịch vụ 71,055 VND",71054.65,700312838.63,branch,Posted,71054.65,71054.65,VND
TXN00000012,140,CIF000066,2024-09-07,Principal Withdrawal,"Rút gốc tiết kiệm 20,952,853 VND",20952852.92,679359985.71,branch,Posted,20952852.92,20952852.92,VND
TXN00000013,140,CIF000066,2024-09-08,Fee Transaction,"Phí cấp lại sổ tiết kiệm 22,942 VND",22941.89,679337043.83,mobile/internet,Pending,22941.89,22941.89,VND
TXN00000014,140,CIF000066,2024-09-15,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 5,506,722 VND",5506722.25,684843766.07,mobile/internet,Posted,5506722.25,5506722.25,VND
TXN00000015,140,CIF000066,2024-09-20,Deposit,"Gửi tiền tiết kiệm 116,855,540 EUR",116855540.17,801699306.25,mobile/internet,Posted,116855540.17,3505666205.19,EUR
TXN00000016,140,CIF000066,2024-09-23,Principal Withdrawal,"Rút gốc tiết kiệm 20,348,923 VND",20348922.88,781350383.37,atm,Declined,20348922.88,20348922.88,VND
TXN00000017,140,CIF000066,2024-09-30,Interest Withdrawal,"Chi trả lãi định kỳ 16,472,438 VND",16472438.49,764877944.88,branch,Posted,16472438.49,16472438.49,VND
TXN00000018,140,CIF000066,2024-10-01,Interest Withdrawal,"Rút lãi tiết kiệm 8,262,044 VND",8262043.78,756615901.1,atm,Posted,8262043.78,8262043.78,VND
TXN00000019,140,CIF000066,2024-10-08,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 14,115,195 VND",14115195.02,770731096.11,branch,Declined,14115195.02,14115195.02,VND
TXN00000020,140,CIF000066,2024-10-18,Fee Transaction,"Phí cấp lại sổ tiết kiệm 81,468 VND",81468.12,770649628.0,branch,Posted,81468.12,81468.12,VND
TXN00000021,140,CIF000066,2024-10-18,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 44,621,827 VND",44621826.52,815271454.52,branch,Posted,44621826.52,44621826.52,VND
TXN00000022,140,CIF000066,2024-10-21,Fee Transaction,"Phí cấp lại sổ tiết kiệm 24,826 VND",24826.47,815246628.05,branch,Posted,24826.47,24826.47,VND
TXN00000023,140,CIF000066,2024-10-21,Deposit,"Gửi tiền tiết kiệm 55,499,569 VND",55499568.77,870746196.83,branch,Posted,55499568.77,55499568.77,VND
TXN00000024,140,CIF000066,2024-10-22,Fee Transaction,"Phí cấp lại sổ tiết kiệm 89,822 VND",89821.77,870656375.05,branch,Posted,89821.77,89821.77,VND
TXN00000025,140,CIF000066,2024-10-24,Fee Transaction,"Phí sao kê 77,185 VND",77185.17,870579189.88,branch,Posted,77185.17,77185.17,VND
TXN00000026,140,CIF000066,2024-11-05,Deposit,"Nộp tiền mặt tại quầy 59,116,007 USD",59116006.85,929695196.73,branch,Posted,59116006.85,1477900171.22,USD
TXN00000027,140,CIF000066,2024-11-12,Deposit,"Nộp tiền mặt tại quầy 73,872,650 VND",73872650.24,1003567846.98,branch,Posted,73872650.24,73872650.24,VND
TXN00000028,140,CIF000066,2024-11-17,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 188,538,781 VND",188538780.75,1192106627.73,atm,Posted,188538780.75,188538780.75,VND
TXN00000029,140,CIF000066,2024-11-26,Deposit,"Nộp tiền mặt tại quầy 115,021,898 VND",115021897.98,1307128525.71,branch,Posted,115021897.98,115021897.98,VND
TXN00000030,140,CIF000066,2024-12-05,Fee Transaction,"Phí cấp lại sổ tiết kiệm 16,857 EUR",16857.2,1307111668.51,branch,Posted,16857.2,505715.95,EUR
TXN00000031,140,CIF000066,2024-12-06,Principal Withdrawal,"Rút gốc tiết kiệm 47,350,267 EUR",47350266.86,1259761401.66,mobile/internet,Posted,47350266.86,1420508005.67,EUR
TXN00000032,140,CIF000066,2024-12-07,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 14,167,343 VND",14167342.88,1273928744.54,atm,Posted,14167342.88,14167342.88,VND
TXN00000033,140,CIF000066,2024-12-16,Fee Transaction,"Phí cấp lại sổ tiết kiệm 18,700 VND",18700.28,1273910044.26,atm,Posted,18700.28,18700.28,VND
TXN00000034,140,CIF000066,2024-12-18,Interest Withdrawal,"Rút lãi tiết kiệm 15,987,846 VND",15987845.69,1257922198.57,mobile/internet,Posted,15987845.69,15987845.69,VND
TXN00000035,140,CIF000066,2024-12-23,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 141,527,739 VND",141527739.07,1399449937.65,mobile/internet,Pending,141527739.07,141527739.07,VND
TXN00000036,140,CIF000066,2024-12-27,Fee Transaction,"Phí cấp lại sổ tiết kiệm 48,520 USD",48520.18,1399401417.46,branch,Posted,48520.18,1213004.53,USD
TXN00000037,140,CIF000066,2024-12-28,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 24,487,121 VND",24487120.5,1374914296.96,mobile/internet,Posted,24487120.5,24487120.5,VND
TXN00000038,140,CIF000066,2025-01-02,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 32,358,459 VND",32358459.32,1342555837.64,mobile/internet,Posted,32358459.32,32358459.32,VND
TXN00000039,140,CIF000066,2025-01-08,Principal Withdrawal,"Rút gốc tiết kiệm 39,488,306 VND",39488306.24,1303067531.39,mobile/internet,Posted,39488306.24,39488306.24,VND
TXN00000040,140,CIF000066,2025-01-25,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 30,681,448 VND",30681447.82,1272386083.57,atm,Posted,30681447.82,30681447.82,VND
TXN00000041,140,CIF000066,2025-01-25,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 65,522,929 VND",65522929.26,1206863154.31,mobile/internet,Posted,65522929.26,65522929.26,VND
TXN00000042,140,CIF000066,2025-01-27,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 105,062,480 VND",105062479.81,1311925634.11,branch,Posted,105062479.81,105062479.81,VND
TXN00000043,140,CIF000066,2025-02-13,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 7,424,367 VND",7424367.23,1319350001.35,mobile/internet,Posted,7424367.23,7424367.23,VND
TXN00000044,140,CIF000066,2025-02-20,Interest Withdrawal,"Chi trả lãi định kỳ 45,121,443 EUR",45121442.93,1274228558.41,atm,Declined,45121442.93,1353643287.96,EUR
TXN00000045,140,CIF000066,2025-02-24,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 39,960,618 VND",39960617.71,1314189176.12,branch,Posted,39960617.71,39960617.71,VND
TXN00000046,140,CIF000066,2025-02-26,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 166,284,013 VND",166284013.21,1480473189.33,atm,Posted,166284013.21,166284013.21,VND
TXN00000047,140,CIF000066,2025-03-02,Interest Withdrawal,"Chi trả lãi định kỳ 42,330,776 VND",42330775.92,1438142413.41,branch,Posted,42330775.92,42330775.92,VND
TXN00000048,140,CIF000066,2025-03-02,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 32,799,013 VND",32799013.4,1470941426.81,branch,Posted,32799013.4,32799013.4,VND
TXN00000049,140,CIF000066,2025-03-05,Fee Transaction,"Phí sao kê 60,422 VND",60421.83,1470881004.98,branch,Posted,60421.83,60421.83,VND
TXN00000050,140,CIF000066,2025-03-05,Fee Transaction,"Phí dịch vụ 63,063 VND",63062.79,1470817942.19,branch,Posted,63062.79,63062.79,VND
TXN00000051,140,CIF000066,2025-03-08,Principal Withdrawal,"Rút gốc tiết kiệm 27,376,783 VND",27376782.82,1443441159.37,branch,Posted,27376782.82,27376782.82,VND
TXN00000052,140,CIF000066,2025-03-18,Fee Transaction,"Phí dịch vụ 42,765 VND",42764.68,1443398394.69,atm,Declined,42764.68,42764.68,VND
TXN00000053,140,CIF000066,2025-03-20,Interest Withdrawal,"Rút lãi tiết kiệm 1,457,544 VND",1457543.87,1441940850.81,atm,Posted,1457543.87,1457543.87,VND
TXN00000054,140,CIF000066,2025-03-22,Fee Transaction,"Phí sao kê 77,949 VND",77948.87,1441862901.95,branch,Posted,77948.87,77948.87,VND
TXN00000055,140,CIF000066,2025-03-24,Fee Transaction,"Phí sao kê 40,529 VND",40528.57,1441822373.38,mobile/internet,Posted,40528.57,40528.57,VND
TXN00000056,140,CIF000066,2025-03-31,Interest Withdrawal,"Chi trả lãi định kỳ 67,804,549 EUR",67804548.7,1374017824.67,mobile/internet,Posted,67804548.7,2034136461.14,EUR
TXN00000057,140,CIF000066,2025-04-01,Fund Transfer,"Chuyển khoản nội bộ 43,102,957 VND",43102956.74,1417120781.42,mobile/internet,Posted,43102956.74,43102956.74,VND
TXN00000058,140,CIF000066,2025-04-05,Deposit,"Nộp tiền mặt tại quầy 76,001,047 VND",76001047.21,1493121828.63,branch,Posted,76001047.21,76001047.21,VND
TXN00000059,140,CIF000066,2025-04-07,Fund Transfer,"Chuyển khoản nội bộ 11,204,143 VND",11204142.87,1504325971.5,branch,Posted,11204142.87,11204142.87,VND
TXN00000060,140,CIF000066,2025-04-07,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 5,185,756 VND",5185756.05,1509511727.55,mobile/internet,Posted,5185756.05,5185756.05,VND
TXN00000061,140,CIF000066,2025-04-15,Deposit,"Gửi tiền tiết kiệm 182,477,451 USD",182477450.83,1691989178.38,branch,Posted,182477450.83,4561936270.64,USD
TXN00000062,140,CIF000066,2025-04-29,Fee Transaction,"Phí sao kê 21,593 VND",21593.17,1691967585.21,mobile/internet,Posted,21593.17,21593.17,VND
TXN00000063,140,CIF000066,2025-04-30,Principal Withdrawal,"Rút gốc tiết kiệm 2,436,097 EUR",2436097.01,1689531488.2,atm,Posted,2436097.01,73082910.16,EUR
TXN00000064,140,CIF000066,2025-04-30,Deposit,"Gửi tiền tiết kiệm 157,303,458 VND",157303457.53,1846834945.73,atm,Posted,157303457.53,157303457.53,VND
TXN00000065,140,CIF000066,2025-05-01,Fee Transaction,"Phí cấp lại sổ tiết kiệm 55,047 EUR",55047.17,1846779898.57,branch,Posted,55047.17,1651415.01,EUR
TXN00000066,140,CIF000066,2025-05-08,Interest Withdrawal,"Chi trả lãi định kỳ 14,424,577 VND",14424576.61,1832355321.96,branch,Posted,14424576.61,14424576.61,VND
TXN00000067,140,CIF000066,2025-05-11,Fee Transaction,"Phí sao kê 16,211 VND",16210.5,1832339111.46,branch,Posted,16210.5,16210.5,VND
TXN00000068,140,CIF000066,2025-05-11,Principal Withdrawal,"Rút gốc tiết kiệm 39,498,757 VND",39498757.24,1792840354.22,branch,Posted,39498757.24,39498757.24,VND
TXN00000069,140,CIF000066,2025-05-18,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 99,691,108 VND",99691107.89,1892531462.11,mobile/internet,Posted,99691107.89,99691107.89,VND
TXN00000070,140,CIF000066,2025-05-27,Fee Transaction,"Phí sao kê 20,153 VND",20152.75,1892511309.37,branch,Posted,20152.75,20152.75,VND
TXN00000071,140,CIF000066,2025-05-28,Principal Withdrawal,"Rút gốc tiết kiệm 5,310,714 VND",5310713.52,1887200595.85,branch,Posted,5310713.52,5310713.52,VND
TXN00000072,140,CIF000066,2025-05-30,Fund Transfer,"Chuyển khoản nội bộ 19,383,721 VND",19383721.45,1906584317.3,mobile/internet,Posted,19383721.45,19383721.45,VND
TXN00000073,140,CIF000066,2025-06-06,Interest Withdrawal,"Chi trả lãi định kỳ 14,067,110 VND",14067109.92,1892517207.38,mobile/internet,Posted,14067109.92,14067109.92,VND
TXN00000074,140,CIF000066,2025-06-11,Deposit,"Gửi tiền tiết kiệm 122,943,600 VND",122943599.88,2015460807.26,mobile/internet,Posted,122943599.88,122943599.88,VND
TXN00000075,140,CIF000066,2025-06-20,Principal Withdrawal,"Rút gốc tiết kiệm 32,750,728 VND",32750727.5,1982710079.76,atm,Pending,32750727.5,32750727.5,VND
TXN00000076,140,CIF000066,2025-06-21,Deposit,"Gửi tiền tiết kiệm 137,580,528 USD",137580527.68,2120290607.44,atm,Posted,137580527.68,3439513191.97,USD
TXN00000077,140,CIF000066,2025-06-24,Fund Transfer,"Chuyển khoản nội bộ 43,922,956 VND",43922955.61,2164213563.05,branch,Posted,43922955.61,43922955.61,VND
TXN00000078,140,CIF000066,2025-07-01,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 38,788,595 VND",38788595.43,2203002158.48,branch,Posted,38788595.43,38788595.43,VND
TXN00000079,140,CIF000066,2025-07-08,Interest Withdrawal,"Chi trả lãi định kỳ 22,400,484 VND",22400484.42,2180601674.06,atm,Posted,22400484.42,22400484.42,VND
TXN00000080,140,CIF000066,2025-07-09,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 19,613,303 VND",19613303.29,2160988370.77,atm,Posted,19613303.29,19613303.29,VND
TXN00000081,140,CIF000066,2025-07-13,Fee Transaction,"Phí sao kê 88,651 VND",88651.49,2160899719.28,mobile/internet,Posted,88651.49,88651.49,VND
TXN00000082,140,CIF000066,2025-07-14,Fee Transaction,"Phí dịch vụ 95,442 VND",95442.01,2160804277.27,mobile/internet,Posted,95442.01,95442.01,VND
TXN00000083,140,CIF000066,2025-07-16,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 45,852,953 VND",45852953.02,2206657230.29,mobile/internet,Posted,45852953.02,45852953.02,VND
TXN00000084,140,CIF000066,2025-07-17,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 31,885,851 USD",31885850.67,2238543080.96,mobile/internet,Pending,31885850.67,797146266.75,USD
TXN00000085,140,CIF000066,2025-07-20,Principal Withdrawal,"Rút gốc tiết kiệm 59,819,329 VND",59819329.05,2178723751.91,mobile/internet,Posted,59819329.05,59819329.05,VND
TXN00000086,140,CIF000066,2025-07-21,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 47,322,149 VND",47322149.41,2131401602.5,branch,Posted,47322149.41,47322149.41,VND
TXN00000087,140,CIF000066,2025-07-27,Interest Withdrawal,"Chi trả lãi định kỳ 53,343,663 VND",53343662.62,2078057939.88,mobile/internet,Declined,53343662.62,53343662.62,VND
TXN00000088,140,CIF000066,2025-07-28,Deposit,"Gửi tiền tiết kiệm 133,165,957 VND",133165956.93,2211223896.81,atm,Posted,133165956.93,133165956.93,VND
TXN00000089,140,CIF000066,2025-07-28,Fund Transfer,"Chuyển khoản nội bộ 42,648,298 USD",42648298.18,2253872194.99,atm,Posted,42648298.18,1066207454.54,USD
TXN00000090,140,CIF000066,2025-07-30,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 8,115,981 VND",8115980.89,2261988175.88,branch,Posted,8115980.89,8115980.89,VND
TXN00000091,140,CIF000066,2025-08-03,Interest Withdrawal,"Rút lãi tiết kiệm 6,864,072 VND",6864072.2,2255124103.68,atm,Posted,6864072.2,6864072.2,VND
TXN00000092,140,CIF000066,2025-08-09,Deposit,"Gửi tiền tiết kiệm 55,711,169 VND",55711169.31,2310835272.99,branch,Posted,55711169.31,55711169.31,VND
TXN00000093,140,CIF000066,2025-08-24,Deposit,"Gửi tiền tiết kiệm 137,812,668 VND",137812668.02,2448647941.01,atm,Posted,137812668.02,137812668.02,VND
TXN00000094,140,CIF000066,2025-09-04,Deposit,"Gửi tiền tiết kiệm 112,974,384 VND",112974383.64,2561622324.65,mobile/internet,Posted,112974383.64,112974383.64,VND
TXN00000095,140,CIF000066,2025-09-10,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 8,394,158 VND",8394158.49,2570016483.14,mobile/internet,Pending,8394158.49,8394158.49,VND
TXN00000096,140,CIF000066,2025-09-10,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 41,275,807 EUR",41275807.43,2611292290.57,branch,Posted,41275807.43,1238274222.92,EUR
TXN00000097,140,CIF000066,2025-09-14,Fund Transfer,"Chuyển khoản nội bộ 11,718,125 USD",11718125.42,2623010415.99,atm,Posted,11718125.42,292953135.45,USD
TXN00000098,140,CIF000066,2025-09-23,Interest Withdrawal,"Rút lãi tiết kiệm 29,534,203 VND",29534202.93,2593476213.07,branch,Posted,29534202.93,29534202.93,VND
TXN00000099,140,CIF000066,2025-09-23,Interest Withdrawal,"Rút lãi tiết kiệm 48,595,696 VND",48595695.62,2544880517.44,atm,Posted,48595695.62,48595695.62,VND
TXN00000001,141,CIF000067,2024-01-05,Interest Withdrawal,"Chi trả lãi định kỳ 44,623,744 VND",44623743.98,0.0,branch,Pending,44623743.98,44623743.98,VND
TXN00000002,141,CIF000067,2024-01-08,Deposit,"Nộp tiền mặt tại quầy 126,597,257 VND",126597257.48,126597257.48,mobile/internet,Pending,126597257.48,126597257.48,VND
TXN00000003,141,CIF000067,2024-01-10,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 6,046,242 VND",6046241.78,132643499.27,mobile/internet,Posted,6046241.78,6046241.78,VND
TXN00000004,141,CIF000067,2024-01-20,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 2,351,699 EUR",2351699.02,130291800.24,branch,Posted,2351699.02,70550970.64,EUR
TXN00000005,141,CIF000067,2024-01-21,Deposit,"Nộp tiền mặt tại quầy 109,291,911 VND",109291910.53,239583710.77,mobile/internet,Posted,109291910.53,109291910.53,VND
TXN00000006,141,CIF000067,2024-01-26,Deposit,"Gửi tiền tiết kiệm 115,823,562 VND",115823562.39,355407273.16,atm,Posted,115823562.39,115823562.39,VND
TXN00000007,141,CIF000067,2024-01-26,Deposit,"Gửi tiền tiết kiệm 140,047,684 VND",140047684.42,495454957.58,atm,Posted,140047684.42,140047684.42,VND
TXN00000008,141,CIF000067,2024-02-02,Deposit,"Nộp tiền mặt tại quầy 168,149,276 VND",168149275.89,663604233.46,atm,Pending,168149275.89,168149275.89,VND
TXN00000009,141,CIF000067,2024-02-05,Deposit,"Nộp tiền mặt tại quầy 169,066,054 VND",169066054.34,832670287.8,branch,Posted,169066054.34,169066054.34,VND
TXN00000010,141,CIF000067,2024-02-10,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 120,135,543 USD",120135542.75,952805830.56,atm,Posted,120135542.75,3003388568.82,USD
TXN00000011,141,CIF000067,2024-02-14,Principal Withdrawal,"Rút gốc tiết kiệm 34,747,562 VND",34747561.55,918058269.01,mobile/internet,Posted,34747561.55,34747561.55,VND
TXN00000012,141,CIF000067,2024-02-14,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 5,788,269 VND",5788268.56,912270000.44,branch,Posted,5788268.56,5788268.56,VND
TXN00000013,141,CIF000067,2024-02-22,Fund Transfer,"Chuyển khoản nội bộ 37,903,501 VND",37903500.68,950173501.12,branch,Posted,37903500.68,37903500.68,VND
TXN00000014,141,CIF000067,2024-02-26,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 19,046,359 VND",19046359.25,931127141.87,mobile/internet,Posted,19046359.25,19046359.25,VND
TXN00000015,141,CIF000067,2024-02-28,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 120,634,631 VND",120634631.05,1051761772.91,atm,Posted,120634631.05,120634631.05,VND
TXN00000016,141,CIF000067,2024-03-05,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 72,603,505 VND",72603504.99,979158267.92,mobile/internet,Posted,72603504.99,72603504.99,VND
TXN00000017,141,CIF000067,2024-03-06,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 92,759,002 VND",92759001.82,1071917269.74,mobile/internet,Posted,92759001.82,92759001.82,VND
TXN00000018,141,CIF000067,2024-03-14,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 15,531,092 VND",15531092.4,1087448362.14,mobile/internet,Posted,15531092.4,15531092.4,VND
TXN00000019,141,CIF000067,2024-03-20,Fund Transfer,"Chuyển khoản nội bộ 29,136,306 VND",29136305.76,1116584667.9,atm,Posted,29136305.76,29136305.76,VND
TXN00000020,141,CIF000067,2024-03-22,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 9,245,688 VND",9245688.32,1107338979.58,mobile/internet,Posted,9245688.32,9245688.32,VND
TXN00000021,141,CIF000067,2024-03-23,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 161,969,282 VND",161969281.85,1269308261.43,branch,Pending,161969281.85,161969281.85,VND
